id,amenities,bathrooms,bedrooms,has_photo,pets_allowed,price_type,square_feet,address,cityname,state,latitude,longitude,price
3191,"Clubhouse,Dishwasher,Gym,Internet Access,Parking,Refrigerator,Storage,Washer Dryer,Wood Floors",1.0,,Thumbnail,,Monthly,852.0,700 Watkins Ave,South Boston,VA,36.7099,-78.9048,955.0
3192,,2.0,,Yes,,Monthly,1076.0,,,,34.0484,-118.3409,2550.0
3193,"Clubhouse,Fireplace,Pool",2.0,2.0,Thumbnail,,Monthly,,,Charlotte,NC,35.2865,-80.88,1190.0
3194,,1.0,1.0,,Cats,Monthly,615.0,,Omaha,NE,41.241,-95.9639,750.0
3195,Wood Floors,1.0,2.0,Yes,,Monthly,776.0,,Fontana,CA,34.094,-117.4617,1050.0
3196,"Parking,Playground,Pool",1.0,1.0,,,Monthly,603.0,,Louisville,KY,38.2528,-85.7516,1089.0
3197,,1.0,1.0,Thumbnail,,Monthly,700.0,2722 East 26 St,,NY,40.7247,-73.9545,1400.0
3198,"Cable or Satellite,Dishwasher,Internet Access,Patio/Deck,Pool,Refrigerator,Storage",1.0,3.0,Thumbnail,"Cats,Dogs",,,1730 E Valley Watermill Road,Springfield,,37.1892,-93.2908,555.0
3199,,2.0,2.0,,,Monthly,,,,,41.4946,-81.6755,2018.0
3200,"Clubhouse,Gym,Pool",2.0,2.0,Yes,,Monthly,1140.0,,Las Vegas,NV,36.3302,-115.3257,1274.0
3201,,1.0,1.0,,"Cats,Dogs",Monthly,801.0,,,NJ,39.905,-74.9965,1375.0
3202,"Dishwasher,Patio/Deck,Storage",1.0,,,,Monthly,900.0,,Pittsburgh,PA,40.5007,-80.0667,900.0
3203,Refrigerator,1.0,1.0,,,,,,,TX,32.5284,-97.3119,625.0
3204,"Cable or Satellite,Gated,Gym,Internet Access,Parking,Pool,Storage,Wood Floors",2.0,2.0,Yes,,Monthly,1143.0,,Saint Petersburg,FL,27.7693,-82.6397,2596.0
3205,Fireplace,1.0,1.0,,,Monthly,,,Tucson,AZ,32.4225,-110.9552,1131.0
3206,"Cable or Satellite,Clubhouse,Gym,Parking,Pool,View",1.0,1.0,,,Monthly,,,Wilmington,,34.1446,-77.9126,826.0
3207,"Dishwasher,Fireplace,Patio/Deck",1.0,2.0,Thumbnail,Dogs,Monthly,779.0,920 N 34th St,,WA,47.616,-122.3275,2595.0
3208,"Fireplace,Parking,Patio/Deck,Storage,Washer Dryer",1.0,3.0,Yes,,,1570.0,,Renton,,47.4457,-122.1407,2285.0
3209,Wood Floors,1.0,2.0,,,,1000.0,,Roslindale,MA,42.2849,-71.1278,1900.0
3210,"Parking,Storage,Wood Floors",1.0,2.0,Yes,,Monthly,700.0,,,MA,42.4726,-70.9543,1500.0
3211,"AC,Fireplace,Gym,Patio/Deck,Playground,Pool,Storage,Washer Dryer,Wood Floors",2.0,3.0,Yes,"Cats,Dogs",Monthly,1316.0,,Alpharetta,GA,34.0299,-84.2425,1427.0
3212,,1.0,,Yes,"Cats,Dogs",Monthly,,,,,41.7773,-72.5249,1590.0
3213,"Basketball,Gated,Hot Tub,Playground,Pool,Storage",1.0,2.0,Thumbnail,,,,1265 North Chrisden St,,,39.8163,-98.5576,1880.0
3214,"Cable or Satellite,Dishwasher,Fireplace,Parking,Patio/Deck,Refrigerator",1.0,,Thumbnail,"Cats,Dogs",,825.0,,Frankfort,,38.2006,-84.9469,615.0
3215,,,,Thumbnail,,Monthly,,3183 Dehesa Road #20,El Cajon,CA,32.7994,-116.9256,2250.0
3216,"AC,Basketball,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gym,Refrigerator,Tennis,Washer Dryer",2.0,,,"Cats,Dogs",Monthly,1100.0,,Las Vegas,NV,36.2548,-115.5263,895.0
3217,"Clubhouse,Gym,Tennis,Washer Dryer,Wood Floors",2.0,2.0,No,,Monthly,1210.0,,,GA,33.8144,-84.2804,1489.0
3218,"Gym,Pool",1.0,1.0,Yes,,Monthly,636.0,,Ocoee,FL,28.5823,-81.5391,1025.0
3219,,1.0,2.0,,,,950.0,,Stanton,CA,33.8005,-117.997,1851.0
3220,,2.0,2.0,Yes,,,1250.0,,Durham,NC,35.9966,-78.8991,2470.0
3221,,,,Yes,,Monthly,1260.0,,Jersey City,,40.722,-74.0644,3900.0
3222,"Gym,Playground,Pool",,2.0,,"Cats,Dogs",Monthly,1018.0,,Franklin,OH,39.529,-84.2974,875.0
3223,"Clubhouse,Gym,Patio/Deck,TV,Tennis",1.0,1.0,Thumbnail,,,789.0,,Palm Desert,CA,33.7462,-116.3305,1570.0
3224,"AC,Cable or Satellite,Dishwasher,Patio/Deck,Washer Dryer",2.0,2.0,,,Monthly,780.0,416 W Samano St,,TX,26.332,-98.1638,650.0
3225,Pool,1.0,1.0,,,Monthly,851.0,,Broomfield,CO,39.9619,-105.0148,1423.0
3226,Gym,1.0,,Yes,,,916.0,,,WA,47.6829,-122.1209,1905.0
3227,"Gym,Pool,Storage,Washer Dryer",,2.0,Yes,,Monthly,1082.0,,Denver,CO,39.644,-104.9026,1895.0
3228,"Gym,Parking,Pool",,,Yes,"Cats,Dogs",Monthly,754.0,,Addison,TX,32.9455,-96.7962,1240.0
3229,"Clubhouse,Gym,Pool",1.0,1.0,Thumbnail,,,832.0,,Spotsylvania,VA,38.2006,-77.6854,1195.0
3230,Storage,1.0,2.0,Yes,,Monthly,,,San Pedro,CA,33.7435,-118.2794,1995.0
3231,"Fireplace,Gym,Pool,Refrigerator,Storage,Wood Floors",1.0,1.0,,,Monthly,1020.0,,Denver,CO,39.7059,-104.9605,2813.0
3232,"Dishwasher,Refrigerator,Wood Floors",1.0,,No,"Cats,Dogs",Monthly,790.0,,,,40.6356,-74.2562,1825.0
3233,"Clubhouse,Gym,Pool",1.0,1.0,Yes,"Cats,Dogs",Monthly,,,West Chester,OH,39.3374,-84.4058,996.0
3234,"Basketball,Gym,Patio/Deck,Playground,Pool",1.0,1.0,Yes,,Monthly,,,Denver,CO,39.8999,-104.9442,1210.0
3235,"AC,Dishwasher,Garbage Disposal,Refrigerator,Washer Dryer",2.0,2.0,Yes,Cats,Monthly,1277.0,,Bethesda,MD,39.0004,-77.1051,3260.0
3236,"Gym,Parking,Patio/Deck,Pool,Storage",2.0,2.0,Yes,,Monthly,1183.0,,Denver,CO,39.7498,-104.9956,3228.0
3237,"Parking,Patio/Deck,Washer Dryer",,2.0,,,Monthly,,,Alexandria,VA,38.7224,-77.1094,1575.0
3238,,1.0,1.0,No,,,800.0,,Macon,NC,36.4336,-78.0027,1200.0
3239,"AC,Elevator,Parking,Patio/Deck",1.0,1.0,No,"Cats,Dogs",Monthly,750.0,,Reno,NV,39.4779,-119.8972,1196.0
3240,Wood Floors,,1.0,,"Cats,Dogs",Monthly,400.0,,Nashua,NH,42.7527,-71.4854,825.0
3241,"Parking,Patio/Deck,Pool,Storage,Washer Dryer",,,Yes,,Monthly,978.0,,Bethesda,MD,39.0004,-77.1051,2650.0
3242,"Playground,Washer Dryer",2.0,2.0,Yes,,Monthly,925.0,,Bunn,,35.9687,-78.1949,975.0
3243,"Cable or Satellite,Dishwasher,Refrigerator,Wood Floors",1.0,,Thumbnail,"Cats,Dogs",Monthly,701.0,,Richmond,VA,37.5423,-77.4347,1299.0
3244,"Dishwasher,Patio/Deck,Storage",,1.0,Yes,,,,,Pittsburgh,PA,40.5007,-80.0667,750.0
3245,Wood Floors,1.0,,,,,,,,NH,43.0758,-70.9427,800.0
3246,"Clubhouse,Gym,Playground,Pool",1.0,,,,Monthly,755.0,,Germantown,MD,39.1695,-77.2694,1461.0
3247,"Gym,Parking,Pool,Storage",,1.0,Thumbnail,,Monthly,723.0,,Colorado Springs,CO,38.8995,-104.6992,1139.0
3248,"AC,Cable or Satellite,Parking,Patio/Deck,Refrigerator,Storage,Washer Dryer",1.0,,,,Monthly,576.0,,,,27.9973,-81.681,699.0
3249,"AC,Clubhouse,Dishwasher,Fireplace,Gym,Hot Tub,Parking,Pool,Refrigerator,Storage,Washer Dryer",2.0,2.0,Thumbnail,"Cats,Dogs",,,,,CO,39.5953,-105.0879,1466.0
3250,"Dishwasher,Garbage Disposal,Gated,Parking,Pool,Refrigerator",,1.0,Thumbnail,,Monthly,610.0,,Las Vegas,NV,36.0895,-115.138,725.0
3251,"Clubhouse,Fireplace,Gym,Patio/Deck,Pool,Storage",1.0,2.0,,"Cats,Dogs",,850.0,,Littleton,,39.5953,-105.0879,1415.0
3252,"Clubhouse,Dishwasher,Garbage Disposal,Parking,Playground,Refrigerator",1.0,2.0,Thumbnail,,,,1100 55th St N,Grand Forks,ND,47.9179,-97.0658,820.0
3253,"Gym,Wood Floors",1.0,2.0,Yes,,,674.0,,Union,,40.6949,-74.2704,1500.0
3254,"Dishwasher,Gated,Pool",1.0,1.0,Yes,,,,,,CA,33.8631,-118.1765,1500.0
3255,"AC,Dishwasher,Gym,Hot Tub,Parking,Patio/Deck,Pool,Washer Dryer",1.0,1.0,Yes,"Cats,Dogs",Monthly,610.0,,,NJ,40.722,-74.0644,2550.0
3256,"Parking,Storage",,2.0,Yes,,Monthly,1109.0,,Los Angeles,CA,34.0451,-118.2414,4110.0
3257,"Cable or Satellite,Clubhouse,Elevator,Gated,Gym,Hot Tub,Internet Access,Patio/Deck,Pool,Refrigerator,Storage",,2.0,,,Monthly,1188.0,,Grapevine,TX,32.9314,-97.0956,2450.0
3258,"Parking,Storage",,3.0,,,,,,Everett,,42.4108,-71.0517,2150.0
3259,"Parking,Storage",2.0,2.0,Thumbnail,,Monthly,1168.0,,Charlottesville,VA,38.0565,-78.4959,1790.0
3260,"AC,Basketball,Cable or Satellite,Clubhouse,Elevator,Fireplace,Gated,Gym,Parking,Pool,Storage,Washer Dryer",,1.0,No,"Cats,Dogs",Monthly,789.0,,Columbia,,39.2144,-76.8797,1675.0
3261,"AC,Gym",1.0,2.0,Yes,,Monthly,775.0,,Cleveland,OH,41.5013,-81.5541,1000.0
3262,"Basketball,Clubhouse,Gym,Pool",2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,1265.0,,Saugus,,42.4635,-71.0119,2649.0
3263,"Gym,Parking,Storage",2.0,2.0,,,Monthly,,,Arlington,TX,32.696,-97.0878,1178.0
3264,"Clubhouse,Gym",,1.0,No,,Monthly,776.0,,Dallas,,32.9395,-96.8387,1426.0
3265,"Clubhouse,Gated,Gym,Parking,Pool,Washer Dryer",1.0,2.0,Thumbnail,,Monthly,525.0,,West Chester,,39.3374,-84.4058,993.0
3266,"Dishwasher,Garbage Disposal,Parking,Patio/Deck,Refrigerator",4.0,4.0,Thumbnail,,Monthly,1219.0,1911 Wolf Tech Ln,Raleigh,,35.823,-78.6438,1800.0
3267,"Parking,Patio/Deck,Pool",2.0,2.0,No,,,1014.0,,,,40.5853,-105.0839,1595.0
3268,"Gym,Playground,Pool",2.0,3.0,Yes,,Monthly,1287.0,,Silver Spring,MD,39.0829,-77.0612,1865.0
3269,"AC,Cable or Satellite,Gated,Internet Access,Washer Dryer,Wood Floors",1.0,1.0,Thumbnail,,Monthly,600.0,,,,39.7539,-84.2418,550.0
3270,"Clubhouse,Gym,Pool",2.0,2.0,,"Cats,Dogs",,1049.0,,,VA,38.0565,-78.4959,1638.0
3271,"Refrigerator,Wood Floors",1.0,2.0,Yes,"Cats,Dogs",Monthly,850.0,,,VA,36.8691,-76.2924,1150.0
3272,"AC,Dishwasher,Gym,Patio/Deck,Storage,Wood Floors",,,Yes,,Monthly,770.0,,Cambridge,,42.3739,-71.1155,3401.0
3273,"AC,Clubhouse,Fireplace,Gym,Parking,Patio/Deck,Playground,Pool,Storage,Washer Dryer,Wood Floors",2.0,2.0,Yes,,Monthly,1801.0,,Braintree,,42.2094,-70.999,3258.0
3274,,2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,977.0,705 Century Avenue SW Unit #100,Hutchinson,MN,44.8902,-94.3728,1040.0
3275,"Parking,Patio/Deck,Storage",2.0,2.0,Yes,"Cats,Dogs",Monthly,1255.0,,Melrose,MA,42.4585,-71.0609,2755.0
3276,"Cable or Satellite,Dishwasher,Elevator,Gym,Parking,Patio/Deck,Pool,Refrigerator,Storage,Wood Floors",1.0,,Yes,"Cats,Dogs",,,,Alexandria,,38.8019,-77.0508,1258.0
3277,"Clubhouse,Gym,Patio/Deck,Pool",,,Yes,,,,,Las Vegas,NV,36.142,-115.2247,810.0
3278,Refrigerator,,2.0,,,Monthly,856.0,,Winston Salem,NC,36.061,-80.1841,475.0
3279,"Clubhouse,Gated,Parking,Pool,Storage",2.0,3.0,Thumbnail,,Monthly,1461.0,,Louisville,KY,38.2652,-85.4929,1596.0
3280,"Fireplace,Gym,Internet Access,Parking,Pool,Washer Dryer",,1.0,Yes,,Monthly,719.0,,,MD,38.9986,-76.9273,1519.0
3281,Luxury,1.0,2.0,Yes,,Monthly,840.0,,Arlington,TX,32.7192,-97.1513,1050.0
3282,"Gym,Parking,Playground,Pool,Storage",,1.0,,,Monthly,591.0,,Renton,WA,47.4831,-122.1298,1265.0
3283,"Cable or Satellite,Dishwasher,Internet Access,Refrigerator",1.0,0.0,Thumbnail,,,405.0,3300 16th St NW,Washington,DC,38.9118,-77.0132,1495.0
3284,,,2.0,Yes,,,702.0,,Portsmouth,NH,43.0681,-70.7854,2430.0
3285,"Pool,Wood Floors",1.0,1.0,Thumbnail,,Monthly,,,,TX,32.8004,-96.7887,1380.0
3286,"Gated,Parking,Storage",2.0,,Thumbnail,,Monthly,809.0,,,VA,37.4007,-77.4627,1010.0
3287,,,1.0,Yes,,Monthly,775.0,,,NJ,40.7462,-74.0349,2400.0
3288,"AC,Clubhouse,Fireplace,Gym,Internet Access,Tennis,Washer Dryer",2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,,,,VA,38.2006,-77.6854,1480.0
3289,"AC,Garbage Disposal,Parking,Refrigerator,Storage",1.0,1.0,Thumbnail,,Monthly,512.0,1122 Francis Avenue Walla Walla,Walla Walla,WA,46.0618,-118.3282,725.0
3290,"Clubhouse,Gym,Parking,Pool",2.0,2.0,Yes,"Cats,Dogs",,970.0,,Hyattsville,MD,38.9645,-76.9637,1670.0
3291,,,1.0,Thumbnail,"Cats,Dogs",Monthly,734.0,,Atlanta,GA,33.7848,-84.3922,1568.0
3292,"Parking,Pool,Washer Dryer",2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,1217.0,,Broadway,,35.4569,-79.0546,1143.0
3293,Luxury,2.0,2.0,,,Monthly,,,Arvada,,39.8417,-105.1161,1319.0
3294,,2.0,,Thumbnail,"Cats,Dogs",Monthly,1050.0,4637 Sara Road,Valdosta,GA,30.8655,-83.2658,1250.0
3295,,,3.0,Yes,,Monthly,525.0,,West Chester,OH,39.3374,-84.4058,914.0
3296,,1.0,1.0,Thumbnail,,Monthly,660.0,810 North Loara,,CA,33.8323,-117.9079,1510.0
3297,,1.0,2.0,Yes,"Cats,Dogs",Monthly,990.0,,Cincinnati,OH,39.1424,-84.4684,625.0
3298,"Basketball,Fireplace,Gym,Pool,TV,Tennis",3.0,3.0,Yes,,Monthly,2612.0,,Apex,NC,35.6775,-78.7763,1880.0
3299,Pool,1.0,1.0,Thumbnail,"Cats,Dogs",,477.0,,Dallas,TX,32.9012,-96.7916,835.0
3300,"Gym,Pool",2.0,,Thumbnail,,Monthly,,,Tonopah,NV,38.4533,-116.2805,1032.0
3301,"Cable or Satellite,Internet Access,Parking,Patio/Deck,Refrigerator,Washer Dryer",2.0,2.0,Yes,,Monthly,1607.0,,Montrose,CA,34.2108,-118.2288,3300.0
3302,Patio/Deck,1.0,1.0,Thumbnail,,Monthly,702.0,,Gretna,LA,29.8886,-90.0307,670.0
3303,"Clubhouse,Fireplace",2.0,,,,Monthly,1037.0,,Gambrills,MD,39.0359,-76.6726,1959.0
3304,"AC,Dishwasher,Elevator,Refrigerator,Storage,Washer Dryer",2.0,,,"Cats,Dogs",,1360.0,,Brick,,40.0711,-74.1117,2200.0
3305,"Basketball,Gym,Internet Access,Pool",2.0,,Yes,,,1063.0,,Lynnwood,WA,47.8616,-122.2729,1992.0
3306,"Parking,Patio/Deck",2.0,,Thumbnail,,Monthly,967.0,,Henrico,VA,37.6322,-77.5452,1209.0
3307,"Parking,Storage",2.0,3.0,No,,Monthly,1079.0,,Boulder,CO,40.0341,-105.3055,3650.0
3308,"Clubhouse,Dishwasher,Gym,Parking,Patio/Deck,Pool,Storage,Washer Dryer",2.0,,Thumbnail,"Cats,Dogs",Monthly,935.0,,Stow,OH,41.1735,-81.4497,1173.0
3309,"Gym,Pool,Tennis",2.0,2.0,Thumbnail,,,,,Gaithersburg,,39.1088,-77.2384,1515.0
3310,"AC,Parking,Patio/Deck,Wood Floors",1.0,1.0,,,Monthly,785.0,,Chestnut Hill,MA,42.3185,-71.157,2410.0
3311,"Gym,Parking,Pool",1.0,1.0,Yes,,,797.0,,Edmond,,35.6217,-97.4702,890.0
3312,"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Refrigerator",,1.0,Thumbnail,"Cats,Dogs",Monthly,,1310 N Lincoln St,Bloomington,,39.1471,-86.5136,850.0
3313,"Parking,Storage",1.0,2.0,,,Monthly,983.0,,,,39.6847,-104.9263,2115.0
3314,,,2.0,Yes,"Cats,Dogs",,,,Marlton,NJ,39.8889,-74.9116,1495.0
3315,"Gym,Patio/Deck,Pool",1.0,1.0,Yes,"Cats,Dogs",Monthly,676.0,,South Orange,NJ,40.748,-74.2595,2230.0
3316,,2.0,,No,"Cats,Dogs",Monthly,1279.0,,Snellville,,33.8162,-84.018,1317.0
3317,,2.0,3.0,Yes,,Monthly,1379.0,,Sammamish,WA,47.6302,-122.0537,3350.0
3318,,2.0,2.0,Yes,"Cats,Dogs",,1020.0,,Everett,MA,42.4108,-71.0517,2425.0
3319,"Clubhouse,Dishwasher,Fireplace,Gym,Parking,Pool,Refrigerator,Storage,Washer Dryer,Wood Floors",2.0,,,,Monthly,1077.0,,Lincoln,NE,40.7513,-96.6479,1055.0
3320,"Parking,Patio/Deck,Pool",1.0,1.0,No,,Monthly,704.0,,,CO,40.5853,-105.0839,1400.0
3321,,1.0,1.0,,Cats,,706.0,,Denver,CO,39.7436,-105.108,1250.0
3322,Parking,,2.0,Yes,,Monthly,1000.0,,Richmond,VA,37.495,-77.4771,1397.0
3323,"Clubhouse,Fireplace,Gym,Patio/Deck,Playground,Pool,Storage,Washer Dryer",,1.0,Yes,"Cats,Dogs",Monthly,,,,,35.8036,-78.6974,841.0
3324,"Clubhouse,Gym,Patio/Deck,Pool",2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,,,,FL,29.1692,-82.092,995.0
3325,"Elevator,Playground,Pool",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,680.0,,East Hartford,CT,41.7588,-72.6148,1299.0
3326,Pool,1.0,,Thumbnail,"Cats,Dogs",Monthly,970.0,,Tampa,FL,28.0785,-82.4531,1014.0
3327,"Gym,Parking,Pool,Storage",2.0,,No,,Monthly,1100.0,,Dayton,OH,39.6136,-84.1617,1145.0
3328,"Gym,Parking,Pool,Storage",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,,,Windermere,FL,28.4991,-81.5295,1310.0
3329,"Gym,Parking,Storage",2.0,2.0,Thumbnail,,Monthly,1330.0,,Norfolk,VA,36.8532,-76.2902,1700.0
3330,"Cable or Satellite,Clubhouse,Dishwasher,Gym,Internet Access,Patio/Deck,Playground,Pool,Refrigerator,Washer Dryer",2.0,2.0,No,,,,,Maple Valley,WA,47.3949,-122.0287,1840.0
3331,"Basketball,Pool,Tennis",1.0,1.0,Yes,,Monthly,,,Issaquah,WA,47.5582,-122.0044,1750.0
3332,"Gym,Pool",,3.0,,,Monthly,1387.0,,,GA,33.8162,-84.018,1305.0
3333,"Clubhouse,Pool",1.0,1.0,Yes,,Monthly,670.0,,Yukon,OK,35.4975,-97.7329,525.0
3334,"Dishwasher,Gated,Patio/Deck,Pool,Storage",1.0,1.0,,"Cats,Dogs",Monthly,515.0,,Dallas,TX,32.9012,-96.7916,810.0
3335,"Gym,Pool,Storage",2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,,,Atlanta,GA,33.7927,-84.3234,2045.0
3336,"Dishwasher,Refrigerator",2.0,,Thumbnail,"Cats,Dogs",Monthly,1417.0,4010 Sharon Woods Dr,Powder Springs,GA,33.8813,-84.6873,1400.0
3337,Parking,1.0,2.0,Thumbnail,,Monthly,862.0,,Capitol Heights,,38.8871,-76.892,1190.0
3338,"AC,Cable or Satellite,Clubhouse,Dishwasher,Gym,Patio/Deck,Playground,Pool,Refrigerator,Storage,Washer Dryer",2.0,3.0,Yes,"Cats,Dogs",Monthly,,,Hillsborough,NC,36.0746,-79.0777,1157.0
3339,"Cable or Satellite,Dishwasher,Elevator,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",,,,,,,1255 New Hampshire Ave,Washington,DC,38.9118,-77.0132,2000.0
3340,"AC,Cable or Satellite,Elevator,Internet Access,Parking,Patio/Deck,Refrigerator,View,Washer Dryer,Wood Floors",1.0,,Yes,"Cats,Dogs",Monthly,801.0,,,CA,34.0149,-118.4914,3750.0
3341,Parking,2.0,,No,"Cats,Dogs",,1439.0,,,WA,47.6302,-122.0537,3595.0
3342,Parking,1.0,3.0,Yes,,Monthly,1200.0,,Newport News,,37.1275,-76.5219,875.0
3343,"Cable or Satellite,Internet Access,Patio/Deck,Wood Floors",1.0,3.0,Yes,"Cats,Dogs",Monthly,984.0,,Fall River,,41.6977,-71.1501,950.0
3344,Washer Dryer,1.0,2.0,Yes,,,900.0,,Bristol,,41.681,-72.9388,950.0
3345,Parking,,1.0,Thumbnail,,Monthly,760.0,,Hyattsville,MD,38.9645,-76.9637,1399.0
3346,"Storage,Wood Floors",2.0,2.0,No,,Monthly,650.0,,,MA,42.3274,-71.232,2400.0
3347,,,2.0,Thumbnail,"Cats,Dogs",,1051.0,6080 Water St,,,33.0476,-96.7467,1450.0
3348,"Clubhouse,Fireplace,Gym,Hot Tub,Pool,Washer Dryer",2.0,2.0,Thumbnail,,,1043.0,,,LA,30.1256,-93.2027,1320.0
3349,Wood Floors,1.0,1.0,,,,,,Kansas City,MO,39.0665,-94.5674,995.0
3350,"AC,Dishwasher,Gym,Internet Access,Patio/Deck,Pool,Washer Dryer",1.0,1.0,No,"Cats,Dogs",Monthly,778.0,,Columbus,OH,40.0462,-82.8579,1073.0
3351,"Gated,Parking,Wood Floors",,2.0,Thumbnail,,Monthly,801.0,,Long Beach,CA,33.7718,-118.151,1850.0
3352,,1.0,1.0,Yes,,,,,Dallas,,32.787,-96.7983,1835.0
3353,"Dishwasher,Parking,Refrigerator,Wood Floors",,2.0,Thumbnail,,Monthly,750.0,411 South Hill Ave,,AR,36.0509,-94.1364,950.0
3354,"Dishwasher,Refrigerator",3.0,,,,Monthly,3350.0,27201 South Ridge Dr,Mission Viejo,CA,33.6042,-117.6526,4950.0
3355,Parking,1.0,2.0,Yes,,Monthly,937.0,,Cincinnati,OH,39.05,-84.3439,1110.0
3356,"Dishwasher,Patio/Deck,Refrigerator,Storage,Washer Dryer,Wood Floors",1.0,,,,Monthly,900.0,,Waltham,,42.3835,-71.2386,1850.0
3357,"Basketball,Fireplace,Gym,Pool,Tennis",2.0,3.0,Yes,"Cats,Dogs",Monthly,1100.0,,Raleigh,NC,35.7551,-78.7199,1196.0
3358,"AC,Cable or Satellite,Clubhouse,Dishwasher,Elevator,Gated,Gym,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage,Washer Dryer",,1.0,Yes,"Cats,Dogs",Monthly,,,Suwanee,GA,34.0648,-84.0849,1550.0
3359,"Gym,Parking,Patio/Deck,Pool,Storage,Tennis,Washer Dryer",2.0,2.0,Yes,"Cats,Dogs",Monthly,1050.0,,Hampton,,37.0483,-76.4118,1078.0
3360,"AC,Dishwasher,Gated,Patio/Deck,Refrigerator,Wood Floors",2.0,2.0,No,"Cats,Dogs",Monthly,975.0,,,CA,33.9966,-118.4305,2395.0
3361,"Clubhouse,Gym,Pool,Storage",,3.0,Thumbnail,,Monthly,597.0,2601 Esperanza Crossing,Austin,TX,30.3054,-97.7497,1210.0
3362,"Basketball,Parking,Playground,Pool",1.0,1.0,Thumbnail,,,650.0,,Dallas,TX,32.6857,-96.6013,675.0
3363,"AC,Fireplace,Patio/Deck,Playground,Pool",2.0,2.0,Yes,"Cats,Dogs",Monthly,1208.0,,Bellevue,WA,47.6156,-122.2109,2240.0
3364,,2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,1169.0,,Scottsdale,AZ,33.679,-111.8069,2085.0
3365,"AC,Clubhouse,Gym,Hot Tub,Patio/Deck,Pool,Storage,Washer Dryer",,2.0,Thumbnail,"Cats,Dogs",Monthly,953.0,,Fort Collins,CO,40.534,-105.0444,1366.0
3366,"Clubhouse,Elevator,Gym,Parking,Patio/Deck,Pool,TV,Washer Dryer,Wood Floors",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,1005.0,,Denver,CO,39.7305,-104.9549,1616.0
3367,,2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,940.0,13050 West Cedar Dr,Lakewood,CO,39.6894,-105.1119,1325.0
3368,Parking,1.0,3.0,,,Monthly,,,Taunton,MA,41.9049,-71.1027,1350.0
3369,,1.0,1.0,No,,,300.0,,Greensboro,NC,36.0703,-79.7719,595.0
3370,Gym,1.0,1.0,Yes,,Monthly,,,Stoneham,MA,42.4816,-71.096,2425.0
3371,"Fireplace,Gym,Hot Tub,Pool,Storage,Washer Dryer",2.0,,Thumbnail,"Cats,Dogs",Monthly,960.0,,Arlington,TX,32.7767,-97.0816,1015.0
3372,"Basketball,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gym,Hot Tub,Internet Access,Patio/Deck,Pool,Refrigerator,TV,Washer Dryer",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,758.0,,Loveland,OH,39.267,-84.2921,1121.0
3373,"Parking,Patio/Deck,Storage",,,Yes,,Monthly,840.0,,Akron,OH,41.1058,-81.5013,985.0
3374,,,2.0,Thumbnail,Cats,Monthly,2600.0,2215 Monument Avenue,,VA,37.53,-77.477,2800.0
3375,,,,Thumbnail,"Cats,Dogs",Monthly,783.0,,Thornton,CO,39.9288,-104.9456,1479.0
3376,,2.0,2.0,,,Monthly,1098.0,,,NC,35.1373,-80.9361,1563.0
3377,"Clubhouse,Gated,Gym,Patio/Deck,Pool",2.0,2.0,Yes,Cats,Monthly,1012.0,,Los Angeles,CA,33.9966,-118.4305,3075.0
3378,"AC,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gated,Gym,Parking,Patio/Deck,Storage",2.0,2.0,Yes,"Cats,Dogs",Monthly,1191.0,,Arlington,TX,32.6924,-97.1324,1540.0
3379,"Parking,Storage",1.0,2.0,Thumbnail,"Cats,Dogs",Monthly,1000.0,,South Burlington,VT,44.4613,-73.1972,1700.0
3380,Wood Floors,3.0,3.0,No,,Monthly,1580.0,,Rockville,MD,39.0873,-77.1745,2690.0
3381,"AC,Cable or Satellite,Clubhouse,Dishwasher,Gated,Gym,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,Washer Dryer",,,Thumbnail,,,779.0,,Graham,NC,36.0211,-79.3683,893.0
3382,"Parking,Patio/Deck,Storage,Washer Dryer",2.0,,Yes,,Monthly,,,,FL,27.5068,-82.644,1340.0
3383,,1.0,1.0,Yes,,Monthly,680.0,,Columbus,OH,40.0411,-82.9655,550.0
3384,,1.0,,Yes,"Cats,Dogs",Monthly,813.0,,Denver,CO,39.6782,-104.9616,2135.0
3385,"Gym,Pool",,1.0,Thumbnail,,Monthly,890.0,,Roseland,NJ,40.8201,-74.3024,2465.0
